"ClipID","EventID","INSTANCE_TYPE","SYNOPSIS","GENRE","TOPIC","SCENE","OBJECTS","ACTIVITIES","INSTANCE_VARIETY","INSTANCE_COMPLEXITY","AUDIO_EVIDENCE","TEXT_EVIDENCE","NON_ENG_SPEECH","NON_ENG_TEXT"
"3704","NULL","NULL","a man dances while pumping gas","Amateur Footage","VEHICLES","","","","","","","","",""
"3705","NULL","NULL","A child tells a joke","Home Video","COMEDY","","","","","","","","",""
"3710","NULL","NULL","A boy and a girl tell jokes","Home Video","COMEDY","","","","","","","","",""
"3712","NULL","NULL","a boy tells a knock knock joke","Home Video","COMEDY","","","","","","","","",""
"3714","NULL","NULL","a man tells a joke","Home Video","COMEDY","","","","","","","","",""
"3716","NULL","NULL","a child tells a knock knock joke","Home Video","COMEDY","","","","","","","","",""
"3719","NULL","NULL","a boy tells a knock knock joke","Home Video","COMEDY","","","","","","","","",""
"3722","NULL","NULL","a very young child tells a knock knock joke","Home Video","COMEDY","","","","","","","","",""
"3724","NULL","NULL","a boy tells a knock knock joke","Home Video","COMEDY","","","","","","","","",""
"3738","NULL","NULL","A you ng woman delivers a speech on cell phone ettiquette to a group assembled in a living room","Amateur Footage","SCIENCE & TECHNOLOGY","","","","","","","","",""
"3741","NULL","NULL","Appears to a spoof of commercials that sell products through clams to advanced science","Performance","SCIENCE & TECHNOLOGY","","","","","","","","",""
"3744","NULL","NULL","Little kids playing chess","Home Video","GAMES","","","","","","","","",""
"3746","NULL","NULL","People playing and talking about chess","Home Video","GAMES","","","","","","","","",""
"3748","NULL","NULL","Video of a life size and unusual chess board","Home Video","GAMES","","","","","","","","",""
"3754","NULL","NULL","Chess pieces moving around a chess board","Home Video","GAMES","","","","","","","","",""
"3756","NULL","NULL","Kids playing chess very seriously with sound effects","Home Video","GAMES","","","","","","","","",""
"3757","NULL","NULL","Kids playing chess","Home Video","GAMES","","","","","","","","",""
"3763","NULL","NULL","Disussion checkers","Home Video","GAMES","","","","","","","","",""
"3765","NULL","NULL","Video clips from a couple's wedding and reception. Video includes footage of band playing for the wedding.","Home Video","CELEBRATION","","","","","","","","",""
"3771","NULL","NULL","Video of people celebrating someone's wedding. All speech in Arabc. Hymn is sung throughout video by man off camera.","Home Video","CELEBRATION","","","","","","","","",""
"3777","NULL","NULL","A sitar street performer","Amateur Footage","MUSIC","","","","","","","","",""
"3782","NULL","NULL","Playing soccer on the sand","Home Video","SPORTS","","","","","","","","",""
"3786","NULL","NULL","Little kids playing soccer","Home Video","SPORTS","","","","","","","","",""
"3787","NULL","NULL","A female plays a violin while her pet bird chirps to it.","Home Video","MUSIC","","","","","","","","",""
"3794","NULL","NULL","Young people kidding around with another.","Amateur Footage","INDOOR ACTIVITIES","","","","","","","","",""
"3796","NULL","NULL","A group of young kids tie one another up.","Amateur Footage","INDOOR ACTIVITIES","","","","","","","","",""
"3798","NULL","NULL","Building a 35mm camera from used parts","Home Video","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3799","NULL","NULL","Various motorcycle, & other vehicle stunts.","Performance","PERFORMANCE","","","","","","","","",""
"3800","NULL","NULL","Man talks about how he puts remote laptop to another computers.","Home Video","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3802","NULL","NULL","Fixing a giant farm machine.","Amateur Footage","PERFORMANCE","","","","","","","","",""
"3803","NULL","NULL","A makeup team demonstrate how to accomplish a 'look' using makeup.","Video Blog","INFORMATIVE","","","","","","","","",""
"3804","NULL","NULL","A person making espresso using a stove-top espresso maker.","Amateur Footage","FOOD & DRINK","","","","","","","","",""
"3805","NULL","NULL","Rally at a college","Home Video","RALLY/PROTEST","","","","","","","","",""
"3808","NULL","NULL","Protesting an abortion clinic","Home Video","RALLY/PROTEST","","","","","","","","",""
"3809","NULL","NULL","Protest outside a hall","Home Video","RALLY/PROTEST","","","","","","","","",""
"3811","NULL","NULL","Stills and audio of a protest against President Kaczynski burial at Wawel Castle catacombs","Home Video","RALLY/PROTEST","","","","","","","","",""
"3812","NULL","NULL","A Free Palestine protest after a New Year's Eve parade","Home Video","RALLY/PROTEST","","","","","","","","",""
"3814","NULL","NULL","Protest","Home Video","RALLY/PROTEST","","","","","","","","",""
"3821","NULL","NULL","Protest in Honduras","Home Video","RALLY/PROTEST","","","","","","","","",""
"3822","NULL","NULL","Protest in Honduras","Home Video","RALLY/PROTEST","","","","","","","","",""
"3835","NULL","NULL","interviews about christmas","Interview","INFORMATIVE","","","","","","","","",""
"3837","NULL","NULL","Man fixes Xbox 360.","Demonstration","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3841","NULL","NULL","a child puts on makeup","Home Video","GROOMING","","","","","","","","",""
"3842","NULL","NULL","Powerjack repair on laptop.","Home Video","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3843","NULL","NULL","a woman takes out makeup and puts it on","Amateur Footage","GROOMING","","","","","","","","",""
"3845","NULL","NULL","a man plays a board game by himself","Amateur Footage","GAMES","","","","","","","","",""
"3846","NULL","NULL","two people play a board game","Amateur Footage","GAMES","","","","","","","","",""
"3848","NULL","NULL","someone plays a board game","Amateur Footage","GAMES","","","","","","","","",""
"3852","NULL","NULL","Wrist watch repair in the Amazon.","Demonstration","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3855","NULL","NULL","Headphone repair.","Home Video","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3856","NULL","NULL","Kid makes noise from guitar.","Home Video","MUSIC","","","","","","","","",""
"3858","NULL","NULL","Irrigation system repair.","Home Video","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3859","NULL","NULL","Replacing lawn sprinkler valve.","Home Video","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3860","NULL","NULL","Repairing iPhone","Demonstration","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3861","NULL","NULL","Replacing iPhone display.","Home Video","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3865","NULL","NULL","Man plays Frisbee with his dog.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3866","NULL","NULL","Two guys make a short film about Frisbee.","Home Video","PERFORMANCE","","","","","","","","",""
"3871","NULL","NULL","Elderly man dances erratically at concert.","Home Video","PERFORMANCE","","","","","","","","",""
"3876","NULL","NULL","man rides a segway","Amateur Footage","VEHICLES","","","","","","","","",""
"3877","NULL","NULL","person rides a segway","Amateur Footage","VEHICLES","","","","","","","","",""
"3880","NULL","NULL","person rides a segway","Amateur Footage","VEHICLES","","","","","","","","",""
"3881","NULL","NULL","people doing tricks on motorcycles","Amateur Footage","VEHICLES","","","","","","","","",""
"3888","NULL","NULL","Video of band performing.","Home Video","PERFORMANCE","","","","","","","","",""
"3889","NULL","NULL","people doing motorcycle and four-wheeler tricks","Amateur Footage","VEHICLES","","","","","","","","",""
"3891","NULL","NULL","people washing a car","Amateur Footage","VEHICLES","","","","","","","","",""
"3897","NULL","NULL","Five grown women at tap recital.","Home Video","PERFORMANCE","","","","","","","","",""
"3898","NULL","NULL","Amatuer rapper takes the stage.","Home Video","PERFORMANCE","","","","","","","","",""
"3900","NULL","NULL","adult and child washing car","Home Video","VEHICLES","","","","","","","","",""
"3901","NULL","NULL","Man records himself performing rap on webcam.","Home Video","PERFORMANCE","","","","","","","","",""
"3907","NULL","NULL","A man constructs a musical instrument from parts of old ones, then performs a piece of music on it.","Amateur Footage","MUSIC","","","","","","","","",""
"3908","NULL","NULL","Time-lapse footage of a man painting a wall.","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3912","NULL","NULL","Kickball game.","Home Video","SPORTS","","","","","","","","",""
"3916","NULL","NULL","Bicycling down narrow bridge.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3919","NULL","NULL","People bicycling.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3920","NULL","NULL","YHD protest","Home Video","RALLY/PROTEST","","","","","","","","",""
"3925","NULL","NULL","People protesting the killing of geese","Home Video","RALLY/PROTEST","","","","","","","","",""
"3926","NULL","NULL","Footage of a young boy painting a picture.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3931","NULL","NULL","Footage of someone working on creating a painting.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3933","NULL","NULL","A woman paints a stripe on a wall in a room.","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3935","NULL","NULL","A girl creates a painting on a canvas, outside in a feild.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3936","NULL","NULL","A man is painting flowers on the ceiling of a room.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3937","NULL","NULL","A small girl paints a pumpkin, with a woman's help.","Demonstration","CHILDREN","","","","","","","","",""
"3938","NULL","NULL","Footage of two little children painting pictures.","Home Video","CHILDREN","","","","","","","","",""
"3941","NULL","NULL","A bike polo match.","Amateur Footage","COMPETITION","","","","","","","","",""
"3942","NULL","NULL","A bike polo match from 2007","Amateur Footage","COMPETITION","","","","","","","","",""
"3943","NULL","NULL","A brief video looking at the bike polo phenomena in Pensacola, FL.","Video Blog","COMPETITION","","","","","","","","",""
"3952","NULL","NULL","Protest in Rome","Home Video","RALLY/PROTEST","","","","","","","","",""
"3956","NULL","NULL","Two people playing indoor tennis","Home Video","SPORTS","","","","","","","","",""
"3962","NULL","NULL","A competitor ina yoyo competition.","Amateur Footage","COMPETITION","","","","","","","","",""
"3965","NULL","NULL","Freestyle footbag competition.","Amateur Footage","COMPETITION","","","","","","","","",""
"3968","NULL","NULL","Volleyball","Home Video","SPORTS","","","","","","","","",""
"3970","NULL","NULL","improv comedy theater","Amateur Footage","COMEDY","","","","","","","","",""
"3988","NULL","NULL","Dirt road construction","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3990","NULL","NULL","Two males arm wrestling","Home Video","COMPETITION","","","","","","","","",""
"3992","NULL","NULL","Road work in timelapse","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3994","NULL","NULL","Pothole fixer","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3995","NULL","NULL","Adult males arm wrestle inside a store.","Amateur Footage","COMPETITION","","","","","","","","",""
"3996","NULL","NULL","House construction","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3999","NULL","NULL","Two peole arm wrestle a diner employee.","Video Blog","COMPETITION","","","","","","","","",""
"4003","NULL","NULL","Mango ice eating competition in China.","Amateur Footage","COMPETITION","","","","","","","","",""
"4004","NULL","NULL","A Ferrero Rocher eating competition.","Amateur Footage","COMPETITION","","","","","","","","",""
"4021","NULL","NULL","stand up comedy","Performance","COMEDY","","","","","","","","",""
"4022","NULL","NULL","Civilians put out a large brush fire using buckets of water.","Amateur Footage","DISASTER","","","","","","","","",""
"4025","NULL","NULL","Firefighter put out a car fire.","Home Video","DISASTER","","","","","","","","",""
"4026","NULL","NULL","Firefighters at the scene of a huge fire.","Home Video","DISASTER","","","","","","","","",""
"4032","NULL","NULL","Footage of flood damage.","Home Video","DISASTER","","","","","","","","",""
"4042","NULL","NULL","A man demonstrates the hologram technology of an imprint on his shirt which displays a holographic image on a computer screen","Amateur Footage","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4043","NULL","NULL","A female driving a car.","Amateur Footage","VEHICLES","","","","","","","","",""
"4044","NULL","NULL","A male breaks a car window on his second attempt with a crow bar.","Amateur Footage","DESTRUCTION","","","","","","","","",""
